Unique ID,Unique Lake,sampledate,sample year,deepth sample,Value Flags TURB,TURB (NTU)
FIN107367,FIN10761,08/08/2000,NA,1,NA,1.1
FIN107368,FIN10761,21/05/2001,NA,1,NA,3.4
FIN107369,FIN10761,31/08/2000,NA,1,NA,2
FIN107370,FIN10761,28/05/2007,NA,1,NA,3
FIN107371,FIN10761,17/05/2000,NA,1,NA,2.7
FIN107372,FIN10761,29/05/2000,NA,1,NA,2.8
FIN107373,FIN10761,29/05/2000,NA,1,NA,5.9
FIN107374,FIN10761,14/08/2007,NA,1,NA,4.6
FIN107375,FIN10761,27/05/2008,NA,1,NA,3.9
FIN107376,FIN10761,29/05/2000,NA,1,NA,3.8
FIN107377,FIN10761,12/05/2020,NA,1,NA,0.58
FIN107378,FIN10761,26/08/2002,NA,1,NA,4.6
FIN107379,FIN10761,17/05/2000,NA,1,NA,2.4
FIN107380,FIN10761,25/08/2008,NA,1,NA,3.2
FIN107381,FIN10761,17/05/2000,NA,1,NA,1.5
FIN107382,FIN10761,16/08/2006,NA,1,NA,6.2
FIN107383,FIN10761,13/05/2009,NA,1,NA,4.5
FIN107384,FIN10761,09/08/2005,NA,1,NA,3.3
FIN107385,FIN10761,20/08/2001,NA,1,NA,6.6
FIN107386,FIN10761,03/08/2009,NA,1,NA,7.1
FIN107387,FIN10761,12/05/2020,NA,1,NA,0.95
FIN107388,FIN10761,30/06/2004,NA,1,NA,1.5
FIN107389,FIN10761,12/05/2020,NA,1,NA,0.76
FIN107402,FIN10764,03/11/1986,NA,1,NA,2.5
FIN107403,FIN10764,14/06/1983,NA,1,NA,1.7
FIN107404,FIN10764,18/05/1983,NA,1,NA,2.8
FIN107405,FIN10764,18/05/1983,NA,1,NA,2.5
FIN107406,FIN10764,21/05/1985,NA,1,NA,2.8
FIN107407,FIN10764,18/05/1983,NA,1,NA,5.3
FIN107408,FIN10764,14/06/1983,NA,1,NA,3.5
FIN107409,FIN10764,12/06/1985,NA,1,NA,1.8
FIN107410,FIN10764,14/06/1983,NA,1,NA,3.5
FIN107411,FIN10764,30/10/1984,NA,1,NA,3
FIN107412,FIN10764,15/08/1984,NA,1,NA,1.7
FIN107413,FIN10764,30/10/1984,NA,1,NA,2.1
FIN107414,FIN10764,12/06/1984,NA,1,NA,1.2
FIN107415,FIN10764,21/05/1985,NA,1,NA,2.4
FIN107416,FIN10764,03/11/1986,NA,1,NA,2.5
FIN107417,FIN10764,08/08/1983,NA,1,NA,2.4
FIN107418,FIN10764,18/05/1983,NA,1,NA,2.3
FIN107419,FIN10764,18/05/1983,NA,1,NA,9
FIN107420,FIN10764,21/05/1985,NA,1,NA,19
FIN107421,FIN10764,14/06/1983,NA,1,NA,2.2
FIN107422,FIN10764,17/05/1983,NA,1,NA,2
FIN107423,FIN10764,18/06/2007,NA,1,NA,1.7
FIN107424,FIN10764,24/08/2004,NA,0.5,NA,1.6
FIN107425,FIN10764,23/10/1985,NA,1,NA,3.3
FIN107426,FIN10764,14/06/1983,NA,1,NA,2.2
FIN107427,FIN10764,24/08/2004,NA,1,NA,1.7
FIN107428,FIN10764,30/08/2022,NA,0,NA,4.2
FIN107430,FIN10764,14/08/1985,NA,1,NA,2.6
FIN107431,FIN10764,09/08/1983,NA,1,NA,7
FIN107432,FIN10764,18/06/2007,NA,1,NA,1.6
FIN107434,FIN10764,04/07/1985,NA,1,NA,5.8
FIN107436,FIN10764,24/08/2004,NA,0.5,NA,2.5
FIN107437,FIN10764,15/08/1984,NA,1,NA,1.9
FIN107438,FIN10764,24/08/2004,NA,1,NA,2.5
FIN107439,FIN10764,17/06/2022,NA,0,NA,3
FIN107440,FIN10764,17/06/1985,NA,1,NA,1.9
FIN107441,FIN10764,18/06/2007,NA,1,NA,1.7
FIN107442,FIN10764,20/08/1986,NA,1,NA,2.4
FIN107444,FIN10764,12/06/1984,NA,1,NA,1.9
FIN107445,FIN10764,20/08/1986,NA,1,NA,5
FIN107446,FIN10764,20/08/1986,NA,1,NA,1.7
FIN107447,FIN10764,20/08/1986,NA,1,NA,2.9
FIN107448,FIN10764,16/08/1984,NA,1,NA,3.8
FIN107449,FIN10764,14/08/1985,NA,1,NA,6.1
FIN107450,FIN10764,17/06/1985,NA,1,NA,5.7
FIN107451,FIN10764,14/08/1985,NA,1,NA,2.6
FIN107456,FIN10766,19/05/2016,NA,1,NA,4.6
FIN107457,FIN10766,21/08/1986,NA,1,NA,2.8
FIN107458,FIN10766,18/08/2021,NA,1,NA,5.5
FIN107459,FIN10766,09/09/2014,NA,1,NA,4.6
FIN107460,FIN10766,08/08/2016,NA,1,NA,7.5
FIN107461,FIN10766,07/09/2005,NA,1,NA,4
FIN107462,FIN10766,26/06/1991,NA,1,NA,7.5
FIN107463,FIN10766,04/09/1990,NA,1,NA,28
FIN107464,FIN10767,13/09/2005,NA,1,NA,3.7
FIN107465,FIN10768,09/09/2014,NA,1,NA,1.7
FIN107469,FIN10771,30/07/1980,NA,1,NA,6.8
FIN107475,FIN10776,30/06/2004,NA,1,NA,2.1
FIN107476,FIN10776,19/07/2004,NA,1,NA,3
FIN107477,FIN10776,23/09/2004,NA,1,NA,2.5
FIN107478,FIN10776,24/08/2004,NA,1,NA,3.5
FIN107479,FIN10777,22/06/2015,NA,1,NA,3.3
FIN107480,FIN10777,10/07/2017,NA,1,NA,3
FIN107481,FIN10777,04/08/2015,NA,1,NA,7.7
FIN107482,FIN10777,11/07/2016,NA,1,NA,5
FIN107483,FIN10777,27/06/2018,NA,1,NA,3.7
FIN107484,FIN10777,25/06/2009,NA,1,NA,4.8
FIN107485,FIN10777,26/06/2017,NA,1,NA,4.4
FIN107486,FIN10777,08/08/2016,NA,1,NA,5.6
FIN107487,FIN10777,30/06/2016,NA,1,NA,4.5
FIN107488,FIN10777,05/08/2015,NA,1,NA,5.2
FIN107489,FIN10777,28/07/2016,NA,1,NA,4.9
FIN107490,FIN10777,24/07/2017,NA,1,NA,0.73
FIN107491,FIN10777,06/07/2015,NA,1,NA,8
FIN107492,FIN10777,09/07/2018,NA,1,NA,30
FIN107493,FIN10777,27/06/2022,NA,0,NA,4.6
FIN107494,FIN10777,25/08/2011,NA,1,NA,4.3
FIN107495,FIN10777,22/07/2015,NA,1,NA,8.5
FIN107498,FIN10777,07/08/2017,NA,1,NA,5.9
FIN107500,FIN10777,26/08/2013,NA,1,NA,5.1
FIN107501,FIN10777,12/07/2022,NA,0,NA,6.7
FIN107503,FIN10777,08/07/2009,NA,1,NA,7.5
FIN107504,FIN10777,24/07/2018,NA,1,NA,18
FIN107506,FIN10777,27/08/2012,NA,1,NA,6.2
FIN107507,FIN10777,23/07/2008,NA,1,NA,11
FIN107508,FIN10777,06/08/2018,NA,1,NA,12
FIN107511,FIN10777,12/08/2008,NA,1,NA,14
FIN107512,FIN10777,20/08/2014,NA,1,NA,13
FIN107513,FIN10777,22/07/2009,NA,1,NA,17
FIN107514,FIN10777,25/07/2022,NA,0,NA,9.2
FIN107515,FIN10777,06/08/2008,NA,1,NA,11
FIN107516,FIN10777,30/08/2006,NA,1,NA,21
FIN107517,FIN10777,23/08/2010,NA,1,NA,19
FIN107518,FIN10778,31/05/1988,NA,0.1,NA,11
FIN107519,FIN10778,20/08/2009,NA,1,NA,19
FIN107520,FIN10778,11/08/2004,NA,1,NA,12
FIN107521,FIN10778,11/08/2022,NA,0,NA,10
FIN107522,FIN10778,04/08/2009,NA,1,NA,19
FIN107523,FIN10778,15/08/2007,NA,1,NA,22
FIN107546,FIN10781,22/05/1990,NA,0.5,NA,5.7
FIN107547,FIN10782,05/10/2021,NA,0.5,NA,3.7
FIN107548,FIN10782,09/09/2014,NA,0.5,NA,3.6
FIN107550,FIN10783,22/05/1990,NA,0.5,NA,1.7
FIN107551,FIN10784,22/05/1990,NA,0.5,NA,2.1
FIN107553,FIN10786,18/07/2019,NA,0.6,NA,7.5
FIN107554,FIN10786,15/07/2020,NA,0.6,NA,4.9
FIN107556,FIN10786,10/07/2012,NA,1,NA,6.5
FIN107557,FIN10786,17/08/2011,NA,0.5,NA,6.8
FIN107559,FIN10787,24/06/2013,NA,0.5,NA,6.5
FIN107560,FIN10787,11/07/2018,NA,0.7,NA,8.4
FIN107562,FIN10787,26/06/1991,NA,1,NA,9.9
FIN107563,FIN10787,25/07/2013,NA,0.6,NA,4
FIN107564,FIN10787,08/08/2016,NA,0.9,NA,8
FIN107568,FIN10787,07/09/2005,NA,1,NA,7.5
FIN107569,FIN10787,31/08/2005,NA,1,NA,9.9
FIN107570,FIN10787,01/08/2016,NA,0.6,NA,9.5
FIN107571,FIN10787,24/07/2017,NA,0.7,NA,0.81
FIN107572,FIN10787,03/08/2015,NA,1,NA,4.7
FIN107573,FIN10787,28/08/2014,NA,1,NA,9.7
FIN107574,FIN10787,16/09/2015,NA,1,NA,5.7
FIN107575,FIN10787,01/09/2004,NA,1,NA,7.3
FIN107576,FIN10787,10/07/2006,NA,1,NA,22
FIN107577,FIN10788,22/05/1990,NA,0.5,NA,3.5
FIN107579,FIN10790,03/09/2020,NA,1,NA,3.3
FIN107580,FIN10790,15/10/2020,NA,1,NA,6.1
FIN107581,FIN10790,15/09/2016,NA,0.5,NA,7.1
FIN107582,FIN10790,08/09/2014,NA,0.5,NA,6.4
FIN107583,FIN10790,05/10/2021,NA,0.5,NA,8.4
FIN107585,FIN10790,05/09/2005,NA,1,NA,6
FIN107586,FIN10791,22/05/1990,NA,0.5,NA,1
FIN107587,FIN10792,16/08/2011,NA,0,NA,4.6
FIN107588,FIN10793,26/06/1991,NA,1,NA,2.9
FIN107590,FIN10793,31/08/2010,NA,0,NA,5.2
FIN107591,FIN10793,15/07/2020,NA,0.6,NA,3.9
FIN107592,FIN10793,18/07/2019,NA,0.6,NA,5.6
FIN107593,FIN10793,24/07/2014,NA,0.5,NA,4.2
FIN107594,FIN10793,24/07/2014,NA,0.5,NA,4.2
FIN107595,FIN10793,08/08/2018,NA,0.5,NA,8.5
FIN107596,FIN10793,31/08/2022,NA,0.5,NA,4.8
FIN107597,FIN10793,08/09/2014,NA,0.5,NA,5.1
FIN107598,FIN10793,28/08/2022,NA,0,NA,4.4
FIN107600,FIN10793,05/09/2005,NA,1,NA,3.6
FIN107601,FIN10794,31/08/2017,NA,1,NA,3.1
FIN107602,FIN10794,16/09/2020,NA,1,NA,2.9
FIN107603,FIN10794,30/08/2016,NA,1,NA,4.5
FIN107604,FIN10794,15/08/2019,NA,1,NA,3.8
FIN107605,FIN10794,19/08/2018,NA,1,NA,7.7
FIN107606,FIN10794,05/08/2015,NA,1,NA,2.9
FIN107634,FIN10795,21/09/2016,NA,1,NA,0.68
FIN107636,FIN10795,29/06/2016,NA,1,NA,0.24
FIN107655,FIN10795,18/08/2016,NA,1,NA,0.6
FIN107671,FIN10796,22/05/1990,NA,0.5,NA,4.3
FIN107672,FIN10797,26/06/1991,NA,1,NA,3.1
FIN107673,FIN10797,08/09/2014,NA,1,NA,6.6
FIN107674,FIN10797,31/08/2022,NA,0.5,NA,5
FIN107675,FIN10797,01/09/2004,NA,1,NA,5.5
FIN107676,FIN10797,05/09/2005,NA,1,NA,4.9
FIN107677,FIN10798,22/05/1990,NA,0.5,NA,1.9
FIN107678,FIN10799,01/11/2006,NA,0.2,NA,7.2
FIN107679,FIN10799,25/07/2013,NA,0.6,NA,2.5
FIN107682,FIN10799,06/08/2018,NA,0.4,NA,6.7
FIN107683,FIN10799,18/07/2019,NA,0.6,NA,2.9
FIN107684,FIN10799,23/07/2012,NA,1,NA,3.8
FIN107685,FIN10800,18/07/2019,NA,0.4,NA,2.6
FIN107686,FIN10800,28/08/2022,NA,0.7,NA,3.6
FIN107687,FIN10800,24/07/2017,NA,0.4,NA,2.8
FIN107688,FIN10800,24/07/2014,NA,0.6,NA,4.2
FIN107689,FIN10800,06/08/2018,NA,0.3,NA,7.7
FIN107690,FIN10800,24/08/2021,NA,0.5,NA,4
FIN107691,FIN10800,03/08/2015,NA,1,NA,3.5
FIN107693,FIN10800,24/07/2017,NA,0.5,NA,2.9
FIN107694,FIN10800,15/07/2020,NA,0.5,NA,2.7
FIN107695,FIN10800,31/07/2016,NA,0.6,NA,7.1
FIN107696,FIN10800,15/07/2020,NA,0.4,NA,3.3
FIN107697,FIN10800,31/07/2016,NA,0.5,NA,10
FIN107698,FIN10801,30/09/1993,NA,0.5,NA,4.5
FIN107699,FIN10802,22/05/1990,NA,0.5,NA,2
FIN107701,FIN10803,26/08/2015,NA,0.5,NA,1.5
FIN107703,FIN10803,27/08/2013,NA,0.5,NA,1.7
FIN107704,FIN10803,24/07/2014,NA,0.5,NA,1.4
FIN107705,FIN10803,16/07/2018,NA,0.5,NA,1.6
FIN107706,FIN10803,26/06/1991,NA,1,NA,6.6
FIN107707,FIN10803,26/09/2012,NA,0.5,NA,4
FIN107708,FIN10803,28/08/2012,NA,0.5,NA,1.9
FIN107710,FIN10803,20/08/2001,NA,0.5,NA,2.4
FIN107711,FIN10803,04/10/2011,NA,0.5,NA,2.7
FIN107712,FIN10803,23/08/2018,NA,0.5,NA,3.3
FIN107713,FIN10803,21/08/2003,NA,0.5,NA,2
FIN107714,FIN10803,22/08/2002,NA,0.5,NA,2.2
FIN107715,FIN10803,22/07/2013,NA,0.5,NA,2.5
FIN107716,FIN10803,29/09/2014,NA,0.5,NA,6
FIN107717,FIN10803,17/08/2000,NA,0.5,NA,2.1
FIN107718,FIN10803,29/08/2011,NA,0.5,NA,3.7
FIN107719,FIN10803,01/09/2014,NA,0.5,NA,2.1
FIN107720,FIN10803,19/08/2008,NA,0,NA,6.7
FIN107721,FIN10803,12/08/2010,NA,0.5,NA,2.5
FIN107722,FIN10803,05/10/2015,NA,0.5,NA,8.5
FIN107723,FIN10803,31/08/2010,NA,0.5,NA,2.5
FIN107724,FIN10803,05/09/2006,NA,0.5,NA,4.4
FIN107725,FIN10803,09/10/2013,NA,0.4,NA,3.3
FIN107726,FIN10803,27/07/2015,NA,0.5,NA,6.5
FIN107727,FIN10803,24/08/2004,NA,0.5,NA,2.9
FIN107728,FIN10803,12/10/2006,NA,0.5,NA,5.7
FIN107729,FIN10803,28/08/2007,NA,0,NA,4.8
FIN107730,FIN10803,26/08/2009,NA,0.5,NA,3.2
FIN107731,FIN10803,05/10/2010,NA,0.5,NA,5.6
FIN107733,FIN10803,07/09/2005,NA,0.5,NA,5.1
FIN107734,FIN10803,22/07/2009,NA,0.5,NA,4.2
FIN107736,FIN10804,25/08/1987,NA,1,NA,1.6
FIN107737,FIN10804,26/06/1991,NA,1,NA,2.6
FIN107738,FIN10805,22/05/1990,NA,0.5,NA,1.5
FIN107817,FIN10835,02/08/2007,NA,0,NA,1.8
FIN107819,FIN10837,31/08/2011,NA,1,NA,2.8
FIN107820,FIN10838,09/09/1987,NA,1,NA,6.6
FIN107821,FIN10839,25/07/2018,NA,0.1,NA,3.9
FIN107822,FIN10839,03/09/2003,NA,1,NA,17
FIN107823,FIN10839,25/07/2018,NA,0.1,NA,5
FIN107824,FIN10840,16/10/2002,NA,0.5,NA,7.7
FIN107825,FIN10840,15/08/2016,NA,0.6,NA,4.3
FIN107826,FIN10841,22/05/1990,NA,0.5,NA,1.3
FIN107827,FIN10841,29/09/2003,NA,1,NA,17
FIN107828,FIN10842,22/05/1990,NA,0.5,NA,2.4
FIN107829,FIN10843,26/07/2016,NA,1,NA,1.8
FIN107830,FIN10844,22/05/1990,NA,0.5,NA,2
FIN107831,FIN10844,06/08/2002,NA,0.5,NA,4.4
FIN107832,FIN10845,09/06/1986,NA,1,NA,2.5
FIN107833,FIN10845,15/05/2002,NA,0.5,NA,4.7
FIN107834,FIN10845,27/07/2017,NA,0.1,NA,3
FIN107835,FIN10846,30/08/2001,NA,1,NA,15
FIN107836,FIN10847,22/05/1990,NA,0.5,NA,6.6
FIN107837,FIN10847,15/08/2019,NA,1,NA,2.1
FIN107838,FIN10847,27/07/2017,NA,0.1,NA,4
FIN107839,FIN10847,04/08/2015,NA,0.7,NA,2.5
FIN107840,FIN10847,09/08/2006,NA,1,NA,2.6
FIN107841,FIN10847,09/08/2018,NA,0.7,NA,4.9
FIN107842,FIN10847,11/07/2012,NA,1,NA,3.2
FIN107843,FIN10847,13/08/2015,NA,1,NA,0.87
FIN107844,FIN10847,06/07/2020,NA,0.8,NA,7.8
FIN107845,FIN10847,29/08/2002,NA,0.9,NA,14
FIN107846,FIN10847,22/05/1990,NA,0.5,NA,5.2
FIN107847,FIN10847,26/07/2017,NA,1,NA,1.3
FIN107848,FIN10847,08/08/2006,NA,1,NA,6.6
FIN107849,FIN10847,05/09/2005,NA,1,NA,6.1
FIN107850,FIN10847,02/08/2010,NA,1,NA,4.77
FIN107851,FIN10848,22/05/1990,NA,0.5,NA,2
FIN107852,FIN10848,17/08/2004,NA,1,NA,2.7
FIN107853,FIN10848,21/08/2002,NA,1,NA,2.5
FIN107854,FIN10848,29/08/2018,NA,1,NA,3
FIN107855,FIN10848,06/08/2019,NA,0.7,NA,4.4
FIN107856,FIN10848,29/08/2022,NA,0,NA,3.2
FIN107857,FIN10848,19/07/2005,NA,1,NA,3.1
FIN107858,FIN10849,05/09/1995,NA,0.5,NA,3.1
FIN107859,FIN10849,22/08/2006,NA,1,NA,1.8
FIN107860,FIN10849,17/08/2004,NA,1,NA,2.6
FIN107861,FIN10849,22/08/2000,NA,1,NA,2.6
FIN107862,FIN10849,29/07/2003,NA,1,NA,12
FIN107863,FIN10849,20/08/2001,NA,1,NA,2
FIN107864,FIN10850,31/05/1988,NA,0.1,NA,9
FIN107865,FIN10851,06/06/1985,NA,1,NA,7.3
FIN107866,FIN10851,13/08/2003,NA,1,NA,2.5
FIN107868,FIN10851,31/08/2004,NA,1,NA,4
FIN107870,FIN10851,09/06/1986,NA,1,NA,2.2
FIN107871,FIN10851,22/08/2017,NA,0.6,NA,5.5
FIN107872,FIN10851,06/06/1985,NA,1,NA,7.5
FRA107928,FRA10874,24/06/2016,NA,1,NA,64.68
FRA107929,FRA10874,24/06/2016,NA,1,NA,84.34
FRA107932,FRA10874,24/06/2016,NA,1,NA,156.22223
FRA107937,FRA10874,24/06/2016,NA,1,NA,133.8
FRA107953,FRA10874,24/06/2016,NA,1,NA,50.41
FRA107963,FRA10875,27/11/2016,NA,1,NA,2.132
FRA107967,FRA10875,22/06/2016,NA,1,NA,2.918
FRA107975,FRA10875,27/11/2016,NA,1,NA,3.638
FRA107978,FRA10875,27/11/2016,NA,1,NA,7.544
FRA107983,FRA10875,27/11/2016,NA,1,NA,4.057
FRA107992,FRA10875,29/11/2016,NA,1,NA,5.61
FRA107997,FRA10875,22/06/2016,NA,1,NA,19.43
FRA108007,FRA10875,04/11/2016,NA,1,NA,10.28
FRA108011,FRA10875,04/11/2016,NA,1,NA,15.25
FRA108026,FRA10875,01/12/2016,NA,1,NA,4.539
FRA108038,FRA10875,04/11/2016,NA,1,NA,17.35
FRA108046,FRA10875,24/06/2016,NA,1,NA,107.6
FRA108047,FRA10875,24/06/2016,NA,1,NA,366.2
FRA108050,FRA10875,02/12/2016,NA,1,NA,27.37
FRA108054,FRA10875,04/11/2016,NA,1,NA,27.4
FRA108055,FRA10875,04/11/2016,NA,1,NA,16.3
FRA108057,FRA10875,29/11/2016,NA,1,NA,30.6
FRA108059,FRA10875,24/06/2016,NA,1,NA,247.8
FRA108063,FRA10875,24/06/2016,NA,1,NA,787
FRA108067,FRA10875,02/12/2016,NA,1,NA,28.02
FRA108068,FRA10875,02/12/2016,NA,1,NA,112.75
FRA108069,FRA10875,27/11/2016,NA,1,NA,16.65
FRA108071,FRA10875,28/11/2016,NA,1,NA,17
FRA108072,FRA10875,02/12/2016,NA,1,NA,19.41
FRA108075,FRA10875,02/12/2016,NA,1,NA,172.44444
FRA108078,FRA10875,29/11/2016,NA,1,NA,23.77
FRA108079,FRA10875,29/11/2016,NA,1,NA,38.68
FRA108082,FRA10875,29/11/2016,NA,1,NA,51.93
FRA108085,FRA10875,01/12/2016,NA,1,NA,104.6
FRA108086,FRA10875,01/12/2016,NA,1,NA,38.46
FRA108087,FRA10875,01/12/2016,NA,1,NA,38.08
FRA108088,FRA10875,29/11/2016,NA,1,NA,44.18
FRA108089,FRA10875,02/12/2016,NA,1,NA,21.69
FRA108092,FRA10875,01/12/2016,NA,1,NA,68.28
FRA108093,FRA10875,28/11/2016,NA,1,NA,38.3
KEN115414,KEN11053,21/06/2013,NA,0.5,NA,87.3
MEX115476,MEX11079,06/01/2018,NA,0,NA,1
MEX115477,MEX11079,17/04/2018,NA,0,NA,0.7
MEX115478,MEX11079,11/04/2016,NA,0,NA,0.57
MEX115479,MEX11079,25/07/2017,NA,0,NA,3.96
MEX115480,MEX11079,23/10/2018,NA,0,NA,8.8
MEX115481,MEX11079,13/02/2019,NA,0,NA,7.1
MEX115482,MEX11079,27/03/2017,NA,0,NA,1.27
MEX115483,MEX11080,28/10/2018,NA,0.5,NA,3.3
MEX115484,MEX11080,15/05/2018,NA,0.5,NA,7.9
MEX115485,MEX11080,16/02/2018,NA,0.5,NA,14
MEX115486,MEX11080,10/11/2016,NA,0.5,NA,5.9
MEX115487,MEX11080,17/06/2015,NA,0.5,NA,4.5
MEX115488,MEX11080,27/01/2019,NA,0.5,NA,4.1
MEX115489,MEX11080,13/04/2016,NA,0.5,NA,7.2
MEX115490,MEX11080,08/08/2014,NA,0.5,NA,5.5
MEX115491,MEX11080,04/07/2017,NA,0.5,NA,11
MEX115492,MEX11080,27/05/2017,NA,0.5,NA,12
MEX115493,MEX11080,18/02/2014,NA,0.5,NA,13
MEX115494,MEX11080,22/04/2013,NA,0.5,NA,65
MEX115495,MEX11080,04/08/2015,NA,0.5,NA,3.7
MEX115496,MEX11080,12/09/2013,NA,0.5,NA,20
MEX115497,MEX11081,26/02/2018,NA,0,NA,0.3
MEX115498,MEX11081,10/08/2016,NA,0,NA,1.3
MEX115500,MEX11081,15/11/2018,NA,0,NA,10
MEX115501,MEX11081,10/12/2012,NA,0,NA,0.65
MEX115502,MEX11081,30/07/2013,NA,0,NA,1.77
MEX115503,MEX11081,07/04/2017,NA,0,NA,1.95
MEX115504,MEX11081,31/07/2018,NA,0,NA,3.3
MEX115505,MEX11081,17/02/2014,NA,0,NA,0.57
MEX115506,MEX11081,02/04/2013,NA,0,NA,1.08
MEX115507,MEX11081,10/06/2015,NA,0,NA,3.46
MEX115508,MEX11081,12/08/2015,NA,0,NA,2.42
MEX115509,MEX11081,14/08/2014,NA,0,NA,1.61
MEX115510,MEX11081,13/09/2017,NA,0,NA,0.61
MEX115511,MEX11082,11/01/2018,NA,0,NA,21.1
MEX115512,MEX11082,04/02/2016,NA,0,NA,30.6
MEX115513,MEX11083,27/04/2018,NA,0,NA,8.35
MEX115514,MEX11083,26/08/2014,NA,0,NA,15
MEX115515,MEX11084,05/11/2018,NA,0,NA,13.8
MEX115516,MEX11084,11/01/2018,NA,0,NA,24.7
MEX115517,MEX11084,04/02/2016,NA,0,NA,21.2
MEX115518,MEX11084,18/07/2013,NA,0,NA,35
MEX115519,MEX11084,09/09/2013,NA,0,NA,41.4
MEX115520,MEX11084,27/04/2018,NA,0,NA,15
MEX115521,MEX11084,18/07/2013,NA,0,NA,37.3
MEX115522,MEX11084,30/06/2014,NA,0,NA,16.3
MEX115523,MEX11084,19/02/2015,NA,0,NA,22.8
MEX115524,MEX11084,09/09/2013,NA,0,NA,56.9
MEX115525,MEX11084,30/06/2014,NA,0,NA,32.3
MEX115526,MEX11084,05/11/2018,NA,0,NA,12.2
MEX115527,MEX11084,19/02/2015,NA,0,NA,25.7
MEX115528,MEX11084,06/09/2017,NA,0,NA,40.3
MEX115529,MEX11084,27/04/2018,NA,0,NA,14.5
MEX115530,MEX11084,05/11/2018,NA,0,NA,15.3
MEX115531,MEX11084,23/05/2016,NA,0,NA,9.83
MEX115532,MEX11084,24/08/2015,NA,0,NA,15.6
MEX115533,MEX11084,24/08/2015,NA,0,NA,16.2
MEX115534,MEX11084,23/05/2016,NA,0,NA,9.97
MEX115535,MEX11084,23/05/2016,NA,0,NA,13.8
MEX115536,MEX11084,07/04/2017,NA,0,NA,13.6
MEX115537,MEX11084,10/02/2014,NA,0,NA,42.7
MEX115538,MEX11084,07/04/2017,NA,0,NA,31
MEX115539,MEX11084,10/02/2014,NA,0,NA,23.7
MEX115540,MEX11084,07/10/2013,NA,0,NA,14
MEX115541,MEX11084,08/08/2017,NA,0,NA,5.37
MEX115542,MEX11084,31/03/2014,NA,0,NA,6.8
MEX115543,MEX11084,05/11/2012,NA,0,NA,40.8
MEX115544,MEX11084,08/08/2017,NA,0,NA,8.03
MEX115545,MEX11084,05/11/2012,NA,0,NA,65.6
MEX115546,MEX11084,08/03/2019,NA,0,NA,11.1
MEX115547,MEX11084,31/07/2015,NA,0,NA,6.4
MEX115548,MEX11084,05/04/2013,NA,0,NA,25
MEX115549,MEX11084,08/03/2019,NA,0,NA,10.8
MEX115550,MEX11084,08/03/2019,NA,0,NA,12.7
MEX115551,MEX11084,29/04/2015,NA,0,NA,19
MEX115552,MEX11085,05/09/2013,NA,0,NA,3.23
MEX115553,MEX11085,17/07/2013,NA,0,NA,54.3
MEX115554,MEX11085,19/04/2018,NA,0,NA,70.1
MEX115555,MEX11085,02/03/2016,NA,0,NA,57.3
MEX115556,MEX11085,12/03/2015,NA,0,NA,45.2
MEX115557,MEX11085,08/02/2014,NA,0,NA,78
MEX115558,MEX11085,23/07/2015,NA,0,NA,30.3
MEX115559,MEX11085,15/11/2012,NA,0,NA,22.7
MEX115560,MEX11085,08/02/2018,NA,0,NA,14
MEX115561,MEX11085,04/06/2014,NA,0,NA,132
MEX115562,MEX11085,14/09/2017,NA,0,NA,16
MEX115563,MEX11085,24/03/2017,NA,0,NA,69.4
MEX115564,MEX11085,15/11/2018,NA,0,NA,43.2
MEX115565,MEX11085,14/07/2016,NA,0,NA,95
MEX115566,MEX11085,29/01/2019,NA,0,NA,70.1
MEX115567,MEX11086,04/09/2017,NA,0.5,NA,11
MEX115568,MEX11086,26/08/2016,NA,0.5,NA,110
MEX115569,MEX11086,11/06/2018,NA,0.5,NA,45
MEX115570,MEX11086,12/02/2018,NA,0.5,NA,3.2
MEX115571,MEX11086,29/02/2016,NA,0.5,NA,20
MEX115572,MEX11086,13/03/2017,NA,0.5,NA,17
MEX115573,MEX11086,11/02/2019,NA,0.5,NA,6.4
MEX115574,MEX11086,11/02/2019,NA,0.5,NA,6.8
MEX115575,MEX11086,06/11/2018,NA,0.5,NA,10
MEX115576,MEX11086,06/03/2014,NA,0.5,NA,89
MEX115577,MEX11086,30/07/2014,NA,0.5,NA,20
MEX115578,MEX11086,15/07/2015,NA,0.5,NA,7.7
MEX115579,MEX11087,21/03/2013,NA,0.5,NA,3.24
MEX115580,MEX11087,28/11/2012,NA,0.5,NA,0.58
MEX115581,MEX11087,27/08/2018,NA,0.5,NA,7.4
MEX115582,MEX11087,25/04/2016,NA,0.5,NA,1.35
MEX115583,MEX11087,23/11/2018,NA,0.5,NA,3.2
MEX115584,MEX11087,08/09/2014,NA,0.5,NA,0.34
MEX115585,MEX11087,19/03/2015,NA,0.5,NA,1.54
MEX115586,MEX11087,25/09/2013,NA,0.5,NA,0.98
MEX115587,MEX11087,11/03/2014,NA,0.5,NA,0.9
MEX115588,MEX11087,05/06/2017,NA,0.5,NA,0.25
MEX115589,MEX11087,19/09/2017,NA,0.5,NA,1.31
MEX115590,MEX11087,24/01/2018,NA,0.5,NA,0.6
MEX115591,MEX11087,19/07/2016,NA,0.5,NA,1.67
MEX115592,MEX11087,27/07/2015,NA,0.5,NA,2.59
MEX115593,MEX11088,14/02/2014,NA,0.5,NA,156
MEX115594,MEX11088,18/07/2013,NA,0.5,NA,23.3
